DX_CD,DX_HSDW_SHORT_DESC,DX_HSDW_LONG_DESC
296.04,bplr i sngl mnc svr w/psyct bhvr,"bipolar i disorder, most recent episode (or current) manic, severe degree, specified as with psychotic behavior"
296.05,"bplr i sngl mnc epsd, prtl rmis","bipolar i disorder, most recent episode (or current) manic, in partial or unspecified remission"
296.06,"bplr i sngl mnc epsd, full rmis","bipolar i disorder, most recent episode (or current) manic, in full remission"
296.1,dsord bplr i mst rcnt epsd manic,"manic disorder, recurrent episode"
296.10,"manic disorder, recurrent, unspc","manic affective disorder, recurrent episode, unspecified degree"
296.11,"manic disorder, recurrent, mild","manic affective disorder, recurrent episode, mild degree"
296.12,"manic disorder, recurrent, moderate","manic affective disorder, recurrent episode, moderate degree"
296.13,"manic disorder, recurrent, severe","manic affective disorder, recurrent episode, severe degree, without mention of psychotic behavior"
296.14,"manic dsord, rcr, svr w/psyct behv","manic affective disorder, recurrent episode, severe degree, specified as with psychotic behavior"
296.15,"manic disorder, rcr, partial rmis","manic affective disorder, recurrent episode, in partial or unspecified remission"
296.16,"manic disorder, rcr, full remission","manic affective disorder, recurrent episode, in full remission"
296.2,"depressive dsord, major, sngl epsd","major depressive disorder, single episode"
296.20,"dprsv dsord, major sngl epsd unspc","major depressive affective disorder, single episode, unspecified degree"
296.21,"dprsv dsord, major sngl epsd, mild","major depressive affective disorder, single episode, mild degree"
296.22,"dprsv dsord, major sngl epsd, mod","major depressive affective disorder, single episode, moderate degree"
296.23,"dprsv dsord, major sngl epsd, svr","major depressive affective disorder, single episode, severe degree, without mention of psychotic behavior"
296.24,"dprsv dsord, mjr sngl svr w/psyct","major depressive affective disorder, single episode, severe degree, specified as with psychotic behavior"
296.25,"dprsv dsord, mjr sngle, prtl rmis","major depressive affective disorder, single episode, in partial or unspecified remission"
296.26,"dprsv dsord, mjr sngle, full rmis","major depressive affective disorder, single episode, in full remission"
296.3,"dprsv dsord, major recurrent epsd","major depressive disorder, recurrent episode"
296.30,"dprsv dsord, major rcr, unspc","major depressive affective disorder, recurrent episode, unspecified degree"
296.31,"dprsv dsord, major recurrent, mild","major depressive affective disorder, recurrent episode, mild degree"
296.32,"dprsv dsord, major recurrent, mod","major depressive affective disorder, recurrent episode, moderate degree"
296.33,"dprsv dsord, major rcr, severe","major depressive affective disorder, recurrent episode, severe degree, without mention of psychotic behavior"
296.34,"dprsv dsord, mjr rcr svr psyct behv","major depressive affective disorder, recurrent episode, severe degree, specified as with psychotic behavior"
296.35,"dprsv dsord, mjr rcr, partial rmis","major depressive affective disorder, recurrent episode, in partial or unspecified remission"
296.36,"dprsv dsord, mjr rcr, full rmis","major depressive affective disorder, recurrent episode, in full remission"
296.4,"bplr i, manic, most recent epsd","bipolar i disorder, most recent episode (or current) manic"
296.40,"bplr i, manic, mst rcnt epsd nos","bipolar i disorder, most recent episode (or current) manic, unspecified degree"
296.41,"bplr i, manic, mst rcnt epsd, mild","bipolar i disorder, most recent episode (or current) manic, mild degree"
296.42,"bplr i, manic, mst rcnt epsd, mod","bipolar i disorder, most recent episode (or current) manic, moderate degree"
296.43,"bplr i, manic, mst rcnt epsd, svr","bipolar i disorder, most recent episode (or current) manic, without mention of psychotic behavior"
296.44,bplr i mnc mst rcnt epsd svr w/psyc,"bipolar i disorder, most recent episode (or current) manic, severe degree, specified as with psychotic behavior"
296.45,"bplr i mnc mst rcnt epsd, prtl rmis","bipolar i disorder, most recent episode (or current) manic, in partial or unspecified remission"
296.46,"bplr i mnc mst rcnt epsd, full rmis","bipolar i disorder, most recent episode (or current) manic, in full remission"
296.5,"bplr i, depressed, most recent epsd","bipolar i disorder, most recent episode (or current) depressed"
296.50,"bplr i, dprsd, mst rcnt epsd nos","bipolar i disorder, most recent episode (or current) depressed, unspecified degree"
296.51,"bplr i, dprsd, mst rcnt epsd, mild","bipolar i disorder, most recent episode (or current) depressed, mild degree"
296.52,"bplr i, dprsd, mst rcnt epsd, mod","bipolar i disorder, most recent episode (or current) depressed, moderate degree"
296.53,"bplr i, dprsd, mst rcnt epsd, svr","bipolar i disorder, most recent episode (or current) depressed, severe degree, without mention of psychotic behavior"
296.54,bplr i dpr mst rcnt epsd svr w/psyc,"bipolar i disorder, most recent episode (or current) depressed, severe degree, specified as with psychotic behavior"
296.55,"bplr i dpr mst rcnt epsd, prtl rmis","bipolar i disorder, most recent episode (or current) depressed, in partial or unspecified remission"
296.56,"bplr i dpr mst rcnt epsd, full rmis","bipolar i disorder, most recent episode (or current) depressed, in remission"
296.6,"bplr i, mixed, most recent epsd","bipolar i disorder, most recent episode (or current) mixed"
296.60,"bplr i, mixed, mst rcnt epsd nos","bipolar i disorder, most recent episode (or current) mixed, unspecified degree"
296.61,"bplr i, mixed, mst rcnt epsd, mild","bipolar i disorder, most recent episode (or current) mixed, mild degree"
296.62,"bplr i, mixed, mst rcnt epsd, mod","bipolar i disorder, most recent episode (or current) mixed, moderate degree"
296.63,"bplr i, mixed, mst rcnt epsd, svr","bipolar i disorder, most recent episode (or current) mixed, severe degree, without mention of psychotic behavior"
296.64,bplr i mxd mst rcnt epsd svr w/psyc,"bipolar i disorder, most recent episode (or current) mixed, severe degree, specified as with psychotic behavior"
296.65,"bplr i mxd mst rcnt epsd, prtl rmis","bipolar affective disorder, mixed, in partial or unspecified remission"
296.66,"bplr i mxd mst rcnt epsd, full rmis","bipolar i disorder, most recent episode (or current) mixed, in full remission"
296.7,"bplr i, unspec, most recent epsd","bipolar i disorder, most recent episode (or current) unspecified"
296.8,"disorder, other/unspecified bipolar",other and unspecified bipolar disorders
296.80,"disorder, bipolar nos","bipolar disorder, unspecified"
296.81,"dsord, bipolar, atypical manic","other and unspecified bipolar disorders, atypical manic disorder"
296.82,"dsord, bipolar, atypical depressive","other and unspecified bipolar disorders, atypical depressive disorder"
296.89,"disorder, bipolar nec",other manic-depressive psychosis
296.9,"disorder, oth/unspec episodic mood",other and unspecified episodic mood disorder
296.90,"disorder, episodic mood nos",unspecified episodic mood disorder
296.99,"disorder, episodic mood nec",other specified episodic mood disorder
297,"disorders, delusional",delusional disorders
297.0,"paranoid state, simple","paranoid state, simple"
297.1,"disorder, delusional",delusional disorder
297.2,paraphrenia,paraphrenia
297.3,"disorder, shared psychotic",shared psychotic disorder
297.8,paranoid states nec,other specified paranoid states
297.9,paranoid state nos,unspecified paranoid state
298,"nonorganic psychoses, other",other nonorganic psychoses
298.0,"nonorganic psychosis, depressive",depressive type psychosis
298.1,"nonorganic psychosis, excitative",excitative type psychosis
298.2,"nonorgn psych, reactive confusion",reactive confusion
298.3,"nonorgn psych, acute prnoid react",acute paranoid reaction
298.4,"nonorgn psych, psygnc prnoid psych",psychogenic paranoid psychosis
298.8,"nonorgan psych, reactive oth/unspc",other and unspecified reactive psychosis
298.9,nonorganic psychosis nos,unspecified psychosis
299,"disorders, pervasive developmental",pervasive developmental disorders
299.0,"disorder, autistic",autistic disorder
299.00,"disorder, autistic, current/active","autistic disorder, current or active state"
299.01,"disorder, autistic, residual state","autistic disorder, residual state"
299.1,"disorder, childhood disintegrative",childhood disintegrative disorder
299.10,"dsord, chldhd, dsntgratv crnt/actv","childhood disintegrative disorder, current or active state"
299.11,"dsord, chldhd, dsntgratv, residual","childhood disintegrative disorder, residual state"
299.8,"dsord, pervasive developmental nec",other specified pervasive developmental disorders
299.80,"dsord, prvsv dvlpmntl nec, crnt/act","other specified pervasive developmental disorders, current or active state"
299.81,"dsord, prvsv dvlpmntl nec, residual","other specified pervasive developmental disorders, residual state"
299.9,"dsord, pervasive developmental nos",unspecified pervasive developmental disorder
299.90,"dsord, prvsv dvlpmntl nos, crnt/act","unspecified pervasive developmental disorder, current or active state"
299.91,"dsord, prvsv dvlpmntl nos, residual","unspecified pervasive developmental disorder, residual state"
300,"dsord, anxiety, dssctv/somtfrm","anxiety, dissociative and somatoform disorders"
300.0,anxiety states,anxiety states
300.00,anxiety state nos,"anxiety state, unspecified"
300.01,"disorder, panic, w/o agoraphobia",panic disorder without agoraphobia
300.02,"anxiety disorder, generalized",generalized anxiety disorder
300.09,anxiety state nec,other anxiety states
300.1,"dsord, dssctv, cnvrsn/factitious","dissociative, conversion and factitious disorders"
300.10,hysteria nos,"hysteria, unspecified"
300.11,conversion disorder,conversion disorder
300.12,"amnesia, dissociative",dissociative amnesia
300.13,"fugue, dissociative",dissociative fugue
300.14,"disorder, dissociative identity",dissociative identity disorder
300.15,dissociative reaction nos,"dissociative disorder or reaction, unspecified"
300.16,dsord factts w/predm psyc sgns/symp,factitious disorder with predominantly psychological signs and symptoms
300.19,"illness, factitious nec/nos",other and unspecified factitious illness
300.2,"disorders, phobic",phobic disorders
300.20,phobia nos,"phobia, unspecified"
300.21,agoraphobia w/panic disorder,agoraphobia with panic disorder
300.22,agoraphobia w/o panic attacks,agoraphobia without mention of panic attacks
300.23,"phobia, social",social phobia
300.29,"phobias, other isolated or specific",other isolated or specific phobias
300.3,"disorders, obsessive-compulsive",obsessive-compulsive disorders
300.4,"disorder, dysthymic",dysthymic disorder
300.5,neurasthenia,neurasthenia
300.6,"disorder, depersonalization",depersonalization disorder
300.7,hypochondriasis,hypochondriasis
300.8,"disorders, somatoform",somatoform disorders
300.81,"disorder, somatization",somatization disorder
300.82,"disorder, undiff somatoform",undifferentiated somatoform disorder
300.89,"disorder, somatoform nec",other somatoform disorders
300.9,"disorder, nonpsychotic mental nos",unspecified nonpsychotic mental disorder
301,"disorder, personality",personality disorders
301.0,paranoid personality,paranoid personality disorder
301.1,"disorder, affective personality",affective personality disorder
301.10,"disorder, affective personality nos","affective personality disorder, unspecified"
301.11,"disorder, chronic hypomanic prsnlty",chronic hypomanic personality disorder
301.12,"disorder, chrn depressive prsnlty",chronic depressive personality disorder
301.13,"disorder, cyclothymic personality",cyclothymic disorder
301.2,"disorder, schizoid personality",schizoid personality disorder
301.20,"disorder, schizoid personality nos","schizoid personality disorder, unspecified"
301.21,"disorder, introverted personality",introverted personality
301.22,"disorder, schizotypal personality",schizotypal personality disorder
301.3,"disorder, explosive personality",explosive personality disorder
301.4,dsord obsessive-compulsive prsnlty,obsessive-compulsive personality disorder
301.5,"disorder, histrionic personality",histrionic personality disorder
301.50,"disorder, histrionic prsnlty nos","histrionic personality disorder, unspecified"
301.51,dsord chrn factts ill w/phys symp,chronic factitious illness with physical symptoms
301.59,"dsord, histrionic personality nec",other histrionic personality disorder
301.6,"disorder, dependent personality",dependent personality disorder
301.7,"disorder, antisocial personality",antisocial personality disorder
301.8,"disoder, personality, other",other personality disorders
301.81,"disorder, narcissistic personality",narcissistic personality disorder
301.82,"disorder, avoidant personality",avoidant personality disorder
301.83,"disorder, borderline personality",borderline personality disorder
301.84,"disorder, passive-aggr prsnlty",passive-aggressive personality
301.89,"disorder, personality nec","other personality disorders, other"
